zone_id,grid_row,grid_col,x_m,y_m,elevation_m,land_use,runoff_coeff,drain_material,drain_age_yrs,drain_capacity,degradation_rate,degradation_factor,soil_saturation,drift_memory,drift_w1,drift_w2,drift_w3,nearest_drain_node,dist_to_drain_m,infra_health_score,blockage_prob_initial,ideal_flow_efficiency
16,0,16,3300.0,100.0,14.99,residential_light,0.55,concrete,5,115.2,0.0003,0.3,37.632122,0.061238013673052885,0.05000064844733775,0.8999987031053244,0.05000064844733775,J_0_15,316.2,89.0,0.0929,0.756
17,0,17,3500.0,100.0,16.54,green_space,0.2,clay,17,69.12,0.0006,0.3,54.78698,0.07071484074022272,0.05000173294608312,0.8999965341078336,0.05000173294608312,J_0_15,509.9,69.6,0.1657,0.592
18,0,18,3700.0,100.0,15.58,residential_dense,0.8,pvc,22,82.4,0.0002,0.3,41.56889,0.1467300909151962,0.050022776065167016,0.2831374137951987,0.6668398101396343,J_0_20,316.2,59.7,0.2886,0.507
19,0,19,3900.0,100.0,15.37,residential_dense,0.8,concrete,30,91.2,0.0003,0.3,37.3118,0.06444506980882983,0.05000391378117748,0.899992172437645,0.05000391378117748,J_0_20,141.4,43.9,0.3571,0.373
20,0,20,4100.0,100.0,18.57,residential_light,0.55,pvc,17,86.4,0.0002,0.3,52.92372,0.09165689550257289,0.05000654863020213,0.8999869027395957,0.05000654863020213,J_0_20,141.4,70.5,0.1957,0.599
21,0,21,4300.0,100.0,17.22,residential_light,0.55,concrete,32,89.28,0.0003,0.3,37.41064,0.08764310714191588,0.05000712586384183,0.3670168481603049,0.5829760259758534,J_0_20,316.2,38.8,0.3243,0.33
22,0,22,4500.0,100.0,17.85,green_space,0.2,concrete,15,105.6,0.0003,0.3,48.72451,0.0792280463480938,0.13218592602536425,0.8178062557366083,0.05000781823802748,J_0_20,509.9,70.9,0.1486,0.603
23,0,23,4700.0,100.0,16.7,green_space,0.2,hdpe,21,91.52,0.00015,0.3,48.96544,0.055110349229240435,0.05000065946299168,0.8999986810740166,0.05000065946299168,J_0_25,316.2,60.9,0.2,0.518
24,0,24,4900.0,100.0,17.9,residential_light,0.55,concrete,19,101.76,0.0003,0.3,47.658028,0.07001652817158704,0.05000273050492033,0.8999945389901592,0.05000273050492033,J_0_25,141.4,65.4,0.2129,0.556
25,0,25,5100.0,100.0,18.85,residential_dense,0.8,cast_iron,8,131.04,0.0004,0.3,37.313572,0.07192111591524712,0.05000231330544608,0.8999953733891077,0.05000231330544608,J_0_25,141.4,88.5,0.1686,0.752
26,0,26,5300.0,100.0,17.84,green_space,0.2,concrete,6,114.24,0.0003,0.3,46.232147,0.0974926164346227,0.16825450591585242,0.7817368032924028,0.05000869079174484,J_0_25,316.2,86.2,0.0714,0.733
27,0,27,5500.0,100.0,19.56,residential_dense,0.8,hdpe,11,100.32,0.00015,0.3,40.795307,0.08540550604936016,0.050005091994702364,0.8999898160105952,0.050005091994702364,J_0_25,509.9,80.3,0.1943,0.683
28,0,28,5700.0,100.0,18.71,residential_dense,0.8,hdpe,10,101.2,0.00015,0.3,40.5465,0.09219404958000804,0.05000643278762116,0.8999871344247576,0.05000643278762116,J_0_30,316.2,82.9,0.1857,0.705
29,0,29,5900.0,100.0,19.08,industrial,0.85,pvc,19,84.8,0.0002,0.3,45.64035,0.11788210530885622,0.05002396772431225,0.5782506085280203,0.3717254237476674,J_0_30,141.4,61.3,0.3129,0.521
30,0,30,6100.0,100.0,18.75,residential_light,0.55,hdpe,15,96.8,0.00015,0.3,45.169724,0.07421708903222281,0.050002747306332904,0.8999945053873342,0.050002747306332904,J_0_30,141.4,74.1,0.1786,0.63
31,0,31,6300.0,100.0,21.1,green_space,0.2,pvc,30,76.0,0.0002,0.3,48.205894,0.04852112025071037,0.05000071665858533,0.8999985666828293,0.05000071665858533,J_0_30,316.2,42.7,0.2771,0.363
32,0,32,6500.0,100.0,19.04,residential_light,0.55,concrete,17,103.68,0.0003,0.3,36.79354,0.06008385429391738,0.050001505968131105,0.8999969880637377,0.050001505968131105,J_0_30,509.9,65.1,0.1957,0.553
33,0,33,6700.0,100.0,17.73,green_space,0.2,hdpe,19,93.28,0.00015,0.3,51.293934,0.06315914631746887,0.06630875555220754,0.8836824144725333,0.0500088299752592,J_0_35,316.2,70.3,0.1829,0.598
34,0,34,6900.0,100.0,19.26,residential_light,0.55,concrete,26,95.04,0.0003,0.3,53.6737,0.09282577803281218,0.05000878929415799,0.8999824214116839,0.05000878929415799,J_0_35,141.4,57.9,0.2729,0.492
35,0,35,7100.0,100.0,16.8,green_space,0.2,concrete,15,105.6,0.0003,0.3,49.76077,0.09768405532951788,0.19430257077264632,0.7556913529183397,0.05000607630901388,J_0_35,141.4,76.1,0.1486,0.647
36,0,36,7300.0,100.0,17.75,residential_light,0.55,concrete,9,111.36,0.0003,0.3,44.81971,0.07694046802798715,0.05000290718593037,0.8999941856281392,0.05000290718593037,J_0_35,316.2,81.8,0.1271,0.695
37,0,37,7500.0,100.0,15.04,residential_light,0.55,clay,6,76.16,0.0006,0.3,38.47433,0.09056609790739356,0.05000506762244966,0.8999898647551006,0.05000506762244966,J_0_35,509.9,85.2,0.1014,0.724
38,0,38,7700.0,100.0,15.09,residential_light,0.55,hdpe,33,80.96,0.00015,0.3,48.018253,0.11836304754495891,0.05002074063354238,0.25403823492668615,0.6959410244397715,J_0_40,316.2,42.4,0.3329,0.36
39,0,39,7900.0,100.0,16.01,residential_light,0.55,pvc,13,89.6,0.0002,0.3,36.731266,0.06866797702267995,0.0500018433951476,0.8999963132097047,0.0500018433951476,J_0_40,141.4,76.0,0.1614,0.646
40,0,40,8100.0,100.0,15.93,industrial,0.85,concrete,31,90.24,0.0003,0.3,58.04445,0.11415273270761903,0.0500169306411419,0.8999661387177161,0.0500169306411419,J_0_40,141.4,40.4,0.4157,0.343
41,0,41,8300.0,100.0,14.74,industrial,0.85,pvc,4,96.8,0.0002,0.3,38.463673,0.09323358958184065,0.050006150016207694,0.8999876999675845,0.050006150016207694,J_0_40,316.2,92.8,0.1843,0.789
42,0,42,8500.0,100.0,13.84,green_space,0.2,pvc,14,88.8,0.0002,0.3,49.637238,0.06096309941069285,0.05000083370263218,0.8999983325947355,0.05000083370263218,J_0_40,509.9,70.1,0.14,0.596
43,0,43,8700.0,100.0,13.07,residential_light,0.55,concrete,24,96.96,0.0003,0.3,44.97711,0.0787170089246775,0.050005066127495806,0.8999898677450083,0.050005066127495806,J_0_45,316.2,60.9,0.2557,0.518
44,0,44,8900.0,100.0,11.36,residential_light,0.55,concrete,32,89.28,0.0003,0.3,41.105686,0.10060259945430947,0.050011330076386,0.29614500149551837,0.6538436684280957,J_0_45,141.4,40.0,0.3243,0.34
45,0,45,9100.0,100.0,11.63,residential_light,0.55,hdpe,19,93.28,0.00015,0.3,51.169724,0.082054476928674,0.05000439266260174,0.8999912146747965,0.05000439266260174,J_0_45,141.4,67.4,0.2129,0.573
46,0,46,9300.0,100.0,11.47,residential_light,0.55,pvc,11,91.2,0.0002,0.3,44.641876,0.08248710462430851,0.05000387562466192,0.8999922487506761,0.05000387562466192,J_0_45,316.2,78.3,0.1443,0.666
47,0,47,9500.0,100.0,12.64,residential_dense,0.8,concrete,26,95.04,0.0003,0.3,40.992043,0.07204384622056252,0.050004834077815974,0.8999903318443679,0.050004834077815974,J_0_45,509.9,53.4,0.3229,0.454
48,0,48,9700.0,100.0,11.65,residential_light,0.55,pvc,7,94.4,0.0002,0.2680068535753905,41.30603,0.07331637109838698,0.05000243234917929,0.8999951353016413,0.05000243234917929,J_0_50,316.2,87.9,0.11,0.747
49,0,49,9900.0,100.0,9.34,residential_light,0.55,concrete,4,116.16,0.0003,0.3,55.617737,0.08064377324780532,0.05000273001507401,0.8999945399698519,0.05000273001507401,J_0_50,141.4,89.6,0.0843,0.762
50,1,0,100.0,300.0,12.69,residential_light,0.55,clay,7,75.52,0.0006,0.3,57.313515,0.11787566650841373,0.05001053782895064,0.8999789243420986,0.05001053782895064,J_0_0,316.2,92.1,0.11,0.783
51,1,1,300.0,300.0,12.18,residential_light,0.55,cast_iron,13,125.44,0.0004,0.3,38.22019,0.06638910747883858,0.050001545933730705,0.8999969081325385,0.050001545933730705,J_0_0,424.3,79.4,0.1614,0.675
52,1,2,500.0,300.0,12.28,green_space,0.2,cast_iron,27,109.76,0.0004,0.3,39.095863,0.07605468948233833,0.15513691503900207,0.7948573179138266,0.05000576704717128,J_0_0,583.1,55.8,0.2514,0.474
53,1,3,700.0,300.0,14.14,green_space,0.2,cast_iron,23,114.24,0.0004,0.3,56.7303,0.05299699314116007,0.05000044722300741,0.8999991055539851,0.05000044722300741,J_0_5,424.3,62.5,0.2171,0.531
54,1,4,900.0,300.0,15.25,residential_light,0.55,pvc,31,75.2,0.0002,0.2769002266031582,49.652233,0.13872655521041094,0.05001288755598844,0.05001288755598844,0.8999742248880231,J_0_5,316.2,45.2,0.3157,0.384
55,1,5,1100.0,300.0,15.86,residential_light,0.55,concrete,10,110.4,0.0003,0.3,37.93257,0.07221842009082595,0.05000198482768357,0.8999960303446328,0.05000198482768357,J_0_5,316.2,86.2,0.1357,0.733
56,1,6,1300.0,300.0,14.72,residential_light,0.55,clay,20,67.2,0.0006,0.3,38.712387,0.0841032453462661,0.0500061440621532,0.8999877118756935,0.0500061440621532,J_0_5,424.3,59.9,0.2214,0.509
57,1,7,1500.0,300.0,15.72,residential_light,0.55,clay,9,74.24,0.0006,0.3,45.897827,0.08591701993871008,0.050004106924866884,0.8999917861502661,0.050004106924866884,J_0_5,583.1,80.8,0.1271,0.687
58,1,8,1700.0,300.0,16.64,residential_light,0.55,hdpe,33,80.96,0.00015,0.3,51.607746,0.07794008238167113,0.050006429224202134,0.8999871415515956,0.050006429224202134,J_0_10,424.3,36.1,0.3329,0.307
59,1,9,1900.0,300.0,17.37,residential_dense,0.8,pvc,30,76.0,0.0002,0.3,38.699436,0.07947472538921792,0.05000697202541923,0.8999860559491615,0.05000697202541923,J_0_10,316.2,44.3,0.3571,0.377
60,1,10,2100.0,300.0,15.85,green_space,0.2,clay,20,67.2,0.0006,0.3,43.27421,0.05934337496531202,0.05000087320735018,0.8999982535852996,0.05000087320735018,J_0_10,316.2,62.9,0.1914,0.535
61,1,11,2300.0,300.0,16.01,green_space,0.2,concrete,17,103.68,0.0003,0.3,43.646137,0.06092973489326529,0.07150574189575898,0.8784860298789668,0.05000822822527416,J_0_10,424.3,67.1,0.1657,0.57
62,1,12,2500.0,300.0,14.99,residential_light,0.55,cast_iron,13,125.44,0.0004,0.3,38.854214,0.06683684047290676,0.05000155025179327,0.8999968994964134,0.05000155025179327,J_0_10,583.1,79.9,0.1614,0.679
63,1,13,2700.0,300.0,14.93,residential_light,0.55,pvc,6,95.2,0.0002,0.3,39.49172,0.0762320055763245,0.05000223840717372,0.8999955231856525,0.05000223840717372,J_0_15,424.3,87.8,0.1014,0.746
64,1,14,2900.0,300.0,17.15,green_space,0.2,cast_iron,16,122.08,0.0004,0.3,46.57525,0.05250760412778156,0.050000283995806354,0.8999994320083872,0.050000283995806354,J_0_15,316.2,69.0,0.1571,0.586
65,1,15,3100.0,300.0,18.11,green_space,0.2,cast_iron,24,113.12,0.0004,0.3,48.86178,0.0767725639223042,0.13834940029261553,0.8116420366415987,0.05000856306578574,J_0_15,316.2,57.2,0.2257,0.486
66,1,16,3300.0,300.0,17.26,industrial,0.85,clay,31,60.16,0.0006,0.3,48.824417,0.1177331738817296,0.050018367302467386,0.8999632653950651,0.050018367302467386,J_0_15,424.3,40.6,0.4157,0.345
67,1,17,3500.0,300.0,19.01,residential_light,0.55,clay,34,58.24,0.0006,0.3,45.30568,0.12586090346840503,0.05001356234710861,0.05001356234710861,0.8999728753057828,J_0_15,583.1,41.8,0.3414,0.355
68,1,18,3700.0,300.0,19.04,green_space,0.2,pvc,3,97.6,0.0002,0.24946354981216184,42.29438,0.10890419178075185,0.26563949619445815,0.684354906441632,0.05000559736390975,J_0_20,424.3,90.3,0.0457,0.768
69,1,19,3900.0,300.0,18.6,residential_light,0.55,clay,25,64.0,0.0006,0.3,39.639217,0.09507517928170015,0.05000897552893184,0.8999820489421363,0.05000897552893184,J_0_20,316.2,59.9,0.2643,0.509
70,1,20,4100.0,300.0,19.99,green_space,0.2,clay,29,61.44,0.0006,0.3,56.537613,0.06841251923425887,0.05000258366333959,0.8999948326733207,0.05000258366333959,J_0_20,316.2,50.5,0.2686,0.429
71,1,21,4300.0,300.0,21.33,residential_light,0.55,pvc,30,76.0,0.0002,0.3,34.02487,0.13031722751294442,0.050008849352816916,0.17310954454258257,0.7768816061046004,J_0_20,424.3,43.0,0.3071,0.366
72,1,22,4500.0,300.0,19.71,residential_light,0.55,clay,7,75.52,0.0006,0.3,51.263607,0.10081064258940527,0.05000718976597226,0.8999856204680554,0.05000718976597226,J_0_20,583.1,82.5,0.11,0.701
73,1,23,4700.0,300.0,21.09,residential_dense,0.8,hdpe,15,96.8,0.00015,0.3,40.028183,0.07456444612667501,0.05000337275008887,0.8999932544998221,0.05000337275008887,J_0_25,424.3,76.2,0.2286,0.648
74,1,24,4900.0,300.0,16.61,residential_light,0.55,concrete,8,112.32,0.0003,0.3,43.86645,0.06949057513396861,0.05000147550037358,0.8999970489992528,0.05000147550037358,J_0_25,316.2,87.7,0.1186,0.745
75,1,25,5100.0,300.0,19.78,residential_dense,0.8,hdpe,22,90.64,0.00015,0.3,44.87622,0.15335801772043375,0.050027058002538115,0.364705227467863,0.5852677145295989,J_0_25,316.2,62.7,0.2886,0.533
76,1,26,5300.0,300.0,18.86,residential_dense,0.8,clay,10,73.6,0.0006,0.3,44.249893,0.10929106772230389,0.05001013777818819,0.8999797244436235,0.05001013777818819,J_0_25,424.3,84.7,0.1857,0.72
77,1,27,5500.0,300.0,18.43,residential_dense,0.8,pvc,14,88.8,0.0002,0.3,52.287598,0.11111169972347829,0.05001316068419921,0.8999736786316015,0.05001316068419921,J_0_25,583.1,70.5,0.22,0.599
78,1,28,5700.0,300.0,18.94,residential_light,0.55,hdpe,4,106.48,0.00015,0.23168456357442516,41.279102,0.0647263096054391,0.05000178414509438,0.8999964317098111,0.05000178414509438,J_0_30,424.3,91.4,0.0843,0.777
79,1,29,5900.0,300.0,17.09,residential_dense,0.8,hdpe,7,103.84,0.00015,0.3,28.541548,0.059352667451271095,0.05000105958237888,0.8999978808352421,0.05000105958237888,J_0_30,316.2,83.6,0.16,0.711
80,1,30,6100.0,300.0,19.12,residential_dense,0.8,cast_iron,20,117.6,0.0004,0.3,39.959396,0.06922227936412494,0.05000326639715992,0.8999934672056801,0.05000326639715992,J_0_30,316.2,67.6,0.2714,0.575
81,1,31,6300.0,300.0,19.9,green_space,0.2,hdpe,13,98.56,0.00015,0.3,44.718994,0.0626535212499159,0.07102082039990079,0.8789729165728928,0.05000626302720634,J_0_30,424.3,77.8,0.1314,0.661
82,1,32,6500.0,300.0,21.08,residential_light,0.55,concrete,31,90.24,0.0003,0.3,38.756107,0.11142378000393864,0.05001097189804593,0.3201701594692276,0.6298188686327265,J_0_30,583.1,42.5,0.3157,0.361
83,1,33,6700.0,300.0,18.92,green_space,0.2,hdpe,29,84.48,0.00015,0.19220568292686846,38.978825,0.060788206646020485,0.21641064318872583,0.7335863565225798,0.050003000288694435,J_0_35,424.3,43.4,0.2686,0.369
84,1,34,6900.0,300.0,18.23,residential_light,0.55,hdpe,14,97.68,0.00015,0.3,44.97855,0.07653326190028556,0.050003267087332784,0.8999934658253343,0.050003267087332784,J_0_35,316.2,72.9,0.17,0.62
85,1,35,7100.0,300.0,17.91,residential_light,0.55,concrete,17,103.68,0.0003,0.3,40.92348,0.06638093782188662,0.050002198252442634,0.8999956034951146,0.050002198252442634,J_0_35,316.2,67.7,0.1957,0.575
86,1,36,7300.0,300.0,18.55,industrial,0.85,pvc,12,90.4,0.0002,0.3,49.54875,0.11362055646599986,0.05001283034193936,0.8999743393161211,0.05001283034193936,J_0_35,424.3,80.7,0.2529,0.686
87,1,37,7500.0,300.0,17.14,residential_light,0.55,concrete,16,104.64,0.0003,0.3,39.334892,0.06018137805834724,0.050001127106788425,0.8999977457864231,0.050001127106788425,J_0_35,583.1,72.6,0.1871,0.617
88,1,38,7700.0,300.0,15.49,green_space,0.2,concrete,17,103.68,0.0003,0.3,41.420433,0.07533542325645477,0.12564780667871525,0.8243469196989323,0.05000527362235236,J_0_40,424.3,73.3,0.1657,0.623
89,1,39,7900.0,300.0,15.89,green_space,0.2,hdpe,3,107.36,0.00015,0.2992726282066262,48.44111,0.09639900658225287,0.15813450263504275,0.7918577751548095,0.05000772221014771,J_0_40,316.2,94.3,0.0457,0.802
90,1,40,8100.0,300.0,15.01,green_space,0.2,hdpe,32,81.84,0.00015,0.3,42.074265,0.044090738313815964,0.050937338348461175,0.8990545614170384,0.050008100234500336,J_0_40,316.2,38.6,0.2943,0.328
91,1,41,8300.0,300.0,15.62,green_space,0.2,concrete,4,116.16,0.0003,0.3,46.385998,0.09018550506110742,0.1417382362872981,0.8082555554925926,0.05000620822010917,J_0_40,424.3,94.9,0.0543,0.807
92,1,42,8500.0,300.0,13.85,residential_light,0.55,clay,2,78.72,0.0006,0.3,49.16936,0.09798016770968887,0.05000488632965197,0.899990227340696,0.05000488632965197,J_0_40,583.1,99.0,0.0671,0.842
93,1,43,8700.0,300.0,14.2,residential_light,0.55,cast_iron,19,118.72,0.0004,0.3,48.652023,0.07415280949325125,0.05000349274193539,0.8999930145161291,0.05000349274193539,J_0_45,424.3,66.4,0.2129,0.564
94,1,44,8900.0,300.0,14.1,industrial,0.85,clay,2,78.72,0.0006,0.3,57.86883,0.13381284577536226,0.050015594266273104,0.8999688114674537,0.050015594266273104,J_0_45,316.2,99.1,0.1671,0.842
95,1,45,9100.0,300.0,12.91,green_space,0.2,hdpe,7,103.84,0.00015,0.3,43.745625,0.06263371541809354,0.050711365874755325,0.8992812237177057,0.050007410407539,J_0_45,316.2,87.3,0.08,0.742
96,1,46,9300.0,300.0,14.39,residential_dense,0.8,concrete,29,92.16,0.0003,0.3,54.57875,0.10226338213087151,0.05001333124280115,0.8999733375143977,0.05001333124280115,J_0_45,424.3,48.0,0.3486,0.408
97,1,47,9500.0,300.0,13.9,residential_dense,0.8,hdpe,4,106.48,0.00015,0.3,44.989754,0.09446055424402178,0.05000628791298781,0.8999874241740243,0.05000628791298781,J_0_45,583.1,92.1,0.1343,0.783
98,1,48,9700.0,300.0,13.05,residential_dense,0.8,clay,23,65.28,0.0006,0.3,44.153812,0.12586462278209698,0.05001963993385129,0.05001963993385129,0.8999607201322974,J_0_50,424.3,53.9,0.2971,0.458
99,1,49,9900.0,300.0,12.14,green_space,0.2,concrete,22,98.88,0.0003,0.3,47.068428,0.07874302400887292,0.14757234494543842,0.8024194723953718,0.05000818265918965,J_0_50,316.2,56.5,0.2086,0.48
100,2,0,100.0,500.0,9.64,residential_light,0.55,concrete,3,117.12,0.0003,0.3,49.19175,0.0833214608660163,0.05000336485485393,0.8999932702902921,0.05000336485485393,J_0_0,509.9,89.9,0.0757,0.764
101,2,1,300.0,500.0,10.73,industrial,0.85,cast_iron,31,105.28,0.0004,0.3,49.949852,0.08128688168470297,0.05000789746578809,0.8999842050684237,0.05000789746578809,J_0_0,583.1,45.6,0.4157,0.388
102,2,2,500.0,500.0,11.32,green_space,0.2,hdpe,32,81.84,0.00015,0.29026966764531675,49.751564,0.06665811803331584,0.11795476227112249,0.832034510566971,0.05001072716190649,J_0_0,707.1,40.5,0.2943,0.344
103,2,3,700.0,500.0,11.73,residential_light,0.55,concrete,28,93.12,0.0003,0.3,38.94935,0.0638637409999936,0.050002783037249435,0.899994433925501,0.050002783037249435,J_0_5,583.1,49.7,0.29,0.422
104,2,4,900.0,500.0,13.5,residential_dense,0.8,cast_iron,22,115.36,0.0004,0.3,43.311935,0.0604522748072929,0.05000204333591706,0.8999959133281658,0.05000204333591706,J_0_5,509.9,64.5,0.2886,0.548
105,2,5,1100.0,500.0,15.26,residential_dense,0.8,hdpe,22,90.64,0.00015,0.26729584756295327,46.97653,0.08321980038621135,0.05000833741198567,0.8999833251760286,0.05000833741198567,J_0_5,509.9,57.9,0.2886,0.492
106,2,6,1300.0,500.0,17.84,green_space,0.2,pvc,21,83.2,0.0002,0.3,41.232845,0.05547096634066831,0.05969048003727475,0.8903014655358293,0.05000805442689592,J_0_5,583.1,61.3,0.2,0.521
107,2,7,1500.0,500.0,16.97,residential_light,0.55,pvc,33,73.6,0.0002,0.3,42.731277,0.13665666217382302,0.050009234304660394,0.050009234304660394,0.8999815313906793,J_0_5,707.1,43.2,0.3329,0.367
108,2,8,1700.0,500.0,17.55,residential_light,0.55,pvc,4,96.8,0.0002,0.3,31.813616,0.07294324555304367,0.05000192637185149,0.899996147256297,0.05000192637185149,J_0_10,583.1,90.1,0.0843,0.766
109,2,9,1900.0,500.0,17.38,residential_dense,0.8,concrete,14,106.56,0.0003,0.3,46.279633,0.08721226076549113,0.05000641762626744,0.8999871647474651,0.05000641762626744,J_0_10,509.9,70.6,0.22,0.6
110,2,10,2100.0,500.0,15.43,residential_dense,0.8,cast_iron,13,125.44,0.0004,0.3,49.58396,0.08651417596219574,0.05000622316398795,0.899987553672024,0.05000622316398795,J_0_10,509.9,74.5,0.2114,0.633
111,2,11,2300.0,500.0,17.09,residential_light,0.55,cast_iron,14,124.32,0.0004,0.3,36.681984,0.054776672022506676,0.05000072765006132,0.8999985446998773,0.05000072765006132,J_0_10,583.1,71.4,0.17,0.607
112,2,12,2500.0,500.0,16.99,residential_light,0.55,concrete,21,99.84,0.0003,0.3,38.694057,0.05528896893264917,0.050000969998703064,0.8999980600025937,0.050000969998703064,J_0_10,707.1,66.5,0.23,0.565
113,2,13,2700.0,500.0,19.41,residential_dense,0.8,pvc,34,72.8,0.0002,0.2859486026723798,38.29579,0.07703766111468884,0.05000852208946092,0.8999209908638651,0.050070487046673974,J_0_15,583.1,41.9,0.3914,0.356
114,2,14,2900.0,500.0,17.07,residential_light,0.55,pvc,17,86.4,0.0002,0.3,44.39267,0.07923885734493971,0.05000366954863709,0.8999926609027258,0.05000366954863709,J_0_15,509.9,70.7,0.1957,0.601
115,2,15,3100.0,500.0,18.2,green_space,0.2,pvc,26,79.2,0.0002,0.3,47.61619,0.0561453255717928,0.050000861504064006,0.8999982769918718,0.050000861504064006,J_0_15,509.9,56.9,0.2429,0.484
116,2,16,3300.0,500.0,18.78,green_space,0.2,concrete,25,96.0,0.0003,0.3,50.463818,0.05805485259344607,0.07356421800015167,0.8764284037423862,0.05000737825746213,J_0_15,583.1,58.0,0.2343,0.493
117,2,17,3500.0,500.0,18.68,residential_dense,0.8,pvc,24,80.8,0.0002,0.3,45.117874,0.10444992403290884,0.050013178436633915,0.32838665199022027,0.6216001695731459,J_0_15,707.1,53.7,0.3057,0.456
118,2,18,3700.0,500.0,21.99,residential_light,0.55,cast_iron,33,103.04,0.0004,0.3,55.687454,0.1062584720970732,0.05001721930944457,0.4939229067506453,0.45605987393991004,J_0_20,583.1,44.5,0.3329,0.378
119,2,19,3900.0,500.0,22.37,residential_dense,0.8,concrete,6,114.24,0.0003,0.3,37.431248,0.07387540731958905,0.05000250280304805,0.8999949943939038,0.05000250280304805,J_0_20,509.9,89.6,0.1514,0.762
120,2,20,4100.0,500.0,22.84,residential_dense,0.8,clay,25,64.0,0.0006,0.3,51.485016,0.14769533094767745,0.05002364378944598,0.05002364378944598,0.8999527124211081,J_0_20,509.9,58.1,0.3143,0.494
121,2,21,4300.0,500.0,21.14,industrial,0.85,pvc,5,96.0,0.0002,0.2548688774386286,49.330536,0.10078395758706271,0.050010157814774095,0.8999796843704517,0.050010157814774095,J_0_20,583.1,95.0,0.1929,0.808
