zone_id,year,flood_days,avg_degradation,avg_drift_memory,max_load_ratio,avg_rainfall
12,3,4,0.06528575342465753,0.04158821917808219,1.1506,84.88518
12,4,0,0.09866520547945205,0.05437698630136986,0.8341,83.741455
12,5,2,0.14318273972602738,0.06745095890410958,1.1276,86.298874
13,1,61,0.013226575342465755,0.05641041095890411,1.6328,74.74337
13,2,63,0.0518972602739726,0.05273890410958904,1.0836,75.22644
13,3,72,0.0992890410958904,0.08001260273972602,1.8017,76.49392
13,4,66,0.1663301369863014,0.12318054794520548,1.1129,75.04518
13,5,71,0.20134328767123288,0.14076465753424658,1.738,76.12137
14,1,3,0.013547397260273972,0.039784931506849315,0.9304,75.29734
14,2,4,0.03410493150684932,0.037067671232876714,1.6224,74.99036
14,3,4,0.061761095890410955,0.04616739726027397,1.4119,75.617645
14,4,1,0.12438821917808218,0.08421835616438356,1.4309,75.03945
14,5,7,0.15474794520547944,0.09740931506849315,1.2242,75.5326
15,1,1,0.004418082191780822,0.08018739726027398,0.9919,75.45562
15,2,0,0.022522739726027398,0.03455972602739726,0.6208,75.042656
15,3,0,0.06039726027397261,0.0556358904109589,0.5872,75.12419
15,4,3,0.08638465753424658,0.07049232876712329,1.1064,76.19485
15,5,1,0.1487676712328767,0.10444246575342465,0.9702,74.54457
16,1,0,0.010576986301369863,0.09212328767123287,0.7261,77.91173
16,2,1,0.027120273972602738,0.04064794520547945,0.9742,77.763016
16,3,0,0.059369589041095884,0.05480109589041096,0.8104,77.150635
16,4,1,0.09615397260273974,0.07523260273972603,0.9105,77.52945
16,5,0,0.12418191780821917,0.08840821917808218,0.712,77.24857
17,1,0,0.018936712328767123,0.12402438356164384,0.3099,81.53706
17,2,0,0.04768219178082192,0.06745205479452054,0.6036,80.11438
17,3,0,0.0916495890410959,0.07223205479452055,0.3338,80.42268
17,4,0,0.14457698630136986,0.09774328767123287,0.322,80.59186
17,5,0,0.2133772602739726,0.12580164383561643,0.6135,80.549805
18,1,43,0.012666027397260273,0.023925479452054792,1.1192,79.31197
18,2,40,0.04289397260273973,0.037228219178082195,1.0315,79.373184
18,3,48,0.061538904109589045,0.046156986301369864,1.1529,79.3923
18,4,43,0.11669835616438357,0.07316246575342465,1.846,79.038574
18,5,49,0.15362657534246577,0.08648931506849315,1.1154,79.64893
19,1,4,0.00908082191780822,0.04666849315068493,1.1544,76.774216
19,2,8,0.03594438356164383,0.03598109589041096,1.6363,77.65214
19,3,11,0.0686372602739726,0.05480575342465754,1.1852,77.15677
19,4,12,0.12549972602739726,0.09045205479452055,1.7158,78.12378
19,5,13,0.17577479452054792,0.11524849315068493,1.0574,77.57707
20,1,0,0.01042,0.06061041095890411,0.6936,81.98523
20,2,0,0.03324438356164384,0.041467671232876716,0.7061,82.21778
20,3,1,0.07285671232876713,0.058589589041095895,1.4489,82.38523
20,4,2,0.09440410958904111,0.07062,1.216,82.88123
20,5,2,0.12164136986301369,0.08450904109589041,1.3552,82.36729
21,1,1,0.015327397260273972,0.02064191780821918,0.8987,74.39959
21,2,0,0.03286602739726027,0.02668958904109589,0.6576,74.1409
21,3,1,0.06984164383561645,0.04111150684931507,1.1403,75.32496
21,4,1,0.10315506849315069,0.05270301369863013,1.2175,74.255775
21,5,1,0.16067835616438356,0.06798547945205478,0.9599,74.44625
22,1,0,0.03393917808219178,0.14721671232876712,0.2026,77.78721
22,2,0,0.08239671232876712,0.12260246575342465,0.2804,76.34674
22,3,0,0.12023616438356165,0.09437917808219178,0.296,77.970764
22,4,0,0.17122054794520547,0.10664794520547945,0.3051,77.9803
22,5,0,0.20785068493150685,0.11892027397260274,0.4411,77.85477
23,1,0,0.009653150684931507,0.11333315068493151,0.3145,77.760574
23,2,0,0.04083506849315068,0.09085945205479452,0.23,77.772766
23,3,0,0.07313068493150685,0.06855780821917809,0.3276,78.627785
23,4,0,0.10834438356164383,0.07445561643835617,0.2245,77.929344
23,5,0,0.15791671232876714,0.09691917808219179,0.2423,77.54055
24,1,0,0.017126027397260275,0.05879041095890411,0.5554,79.053154
24,2,1,0.05794821917808219,0.06451808219178082,1.0413,79.9634
24,3,1,0.08440931506849315,0.06267780821917808,0.9125,80.35918
24,4,0,0.12092602739726027,0.07942301369863014,0.673,79.27392
24,5,1,0.15179178082191783,0.0913241095890411,0.9578,79.35181
25,1,0,0.0377186301369863,0.07384438356164383,0.7855,84.74743
25,2,0,0.08519808219178082,0.07676383561643835,0.7781,84.50126
25,3,0,0.1128358904109589,0.08131232876712328,0.6915,85.486275
25,4,1,0.15755698630136986,0.10289342465753425,1.0622,85.357285
25,5,4,0.22016000000000002,0.12467369863013698,1.3639,85.8126
26,1,0,0.021003835616438357,0.17415972602739727,0.2504,75.06882
26,2,0,0.06283698630136987,0.12063780821917809,0.252,75.66135
26,3,0,0.12307232876712329,0.09537123287671233,0.3106,76.35378
26,4,0,0.16850301369863013,0.11251534246575343,0.2989,76.14479
26,5,0,0.19230164383561643,0.11991123287671233,0.3372,76.96976
27,1,2,0.013843287671232878,0.044292054794520544,0.8741,79.94992
27,2,6,0.06307616438356164,0.06452520547945205,0.8732,80.09469
27,3,5,0.11414712328767122,0.08692438356164384,1.2607,80.82153
27,4,8,0.14539972602739726,0.10292356164383562,1.7168,82.59009
27,5,8,0.19001616438356167,0.1198235616438356,1.5519,81.399315
28,1,1,0.025595068493150686,0.056349863013698626,1.7452,82.302574
28,2,1,0.07251726027397261,0.06856575342465752,0.8581,81.52685
28,3,6,0.09720493150684931,0.07471808219178082,1.6199,83.06866
28,4,7,0.15909123287671234,0.11297287671232878,1.8892,82.234276
28,5,5,0.18693095890410957,0.11807013698630137,1.5426,81.988434
29,1,32,0.004414246575342466,0.021073972602739726,1.5478,72.728325
29,2,31,0.03305342465753425,0.032462739726027395,0.999,73.36128
29,3,28,0.06378054794520548,0.04764301369863014,2.089,73.4534
29,4,28,0.09097671232876711,0.06161835616438356,1.7581,73.72359
29,5,33,0.12148794520547945,0.07562602739726028,1.6407,73.81194
30,1,0,0.004342191780821918,0.06361123287671233,0.6335,82.07126
30,2,0,0.015853424657534247,0.03171753424657534,0.7594,82.29534
30,3,2,0.05822520547945205,0.05011808219178082,1.0521,82.69476
30,4,0,0.11322465753424657,0.08280301369863013,0.6437,81.82022
30,5,0,0.16111616438356166,0.10652876712328768,0.7392,81.96759
31,1,0,0.012666575342465755,0.0737131506849315,0.5564,76.18781
31,2,0,0.04660931506849315,0.07527753424657534,0.4642,75.13244
31,3,0,0.07335753424657535,0.07367643835616439,0.4352,74.44214
31,4,0,0.10462383561643836,0.07309479452054794,0.3552,75.33839
31,5,0,0.13060082191780822,0.07613808219178082,0.4606,76.36622
32,1,0,0.01652794520547945,0.06052438356164384,0.518,73.193565
32,2,0,0.05207068493150685,0.06370328767123287,0.5242,73.16137
32,3,1,0.10628054794520549,0.07702328767123287,1.0268,73.48526
32,4,1,0.1951186301369863,0.11726027397260273,0.9095,73.53233
32,5,2,0.2638591780821918,0.1381227397260274,1.0802,74.49261
33,1,0,0.021694794520547945,0.13262356164383562,0.2507,87.191864
33,2,0,0.04464328767123287,0.0806972602739726,0.2526,86.99978
33,3,0,0.0699841095890411,0.05989397260273972,0.3744,87.53397
33,4,0,0.09393643835616439,0.07141342465753424,0.4543,87.58217
33,5,0,0.12895643835616438,0.0871131506849315,0.4561,86.649536
34,1,1,0.018130410958904112,0.04023643835616438,0.9615,88.24866
34,2,0,0.04880191780821918,0.05290109589041096,0.7097,88.18263
34,3,0,0.10719397260273972,0.08119041095890411,0.6826,88.10986
34,4,2,0.1744035616438356,0.11102739726027397,1.2108,88.34989
34,5,0,0.19508849315068494,0.10783123287671234,0.7599,88.01734
35,1,0,0.015207671232876712,0.1448350684931507,0.3174,84.59318
35,2,0,0.034433972602739726,0.08728109589041096,0.2129,85.02438
35,3,0,0.06845835616438356,0.06174931506849315,0.2944,85.75515
35,4,0,0.09297123287671233,0.07297068493150685,0.3601,85.720245
35,5,0,0.1563364383561644,0.1028641095890411,0.3533,85.0817
36,1,0,0.013520273972602739,0.08463041095890411,0.5612,78.006874
36,2,0,0.044836712328767125,0.05296876712328767,0.5045,77.0497
36,3,1,0.0986895890410959,0.07497123287671233,0.9514,77.69217
36,4,1,0.15218657534246574,0.1026986301369863,1.0404,78.205124
36,5,0,0.19585698630136986,0.11747506849315069,0.5397,77.42422
37,1,1,0.017855616438356165,0.07857068493150685,1.2626,74.218636
37,2,0,0.07294986301369863,0.06565178082191782,0.7867,73.159096
37,3,1,0.12281452054794521,0.09590657534246574,1.4958,73.632195
37,4,1,0.17689945205479451,0.12280082191780821,0.9403,74.19751
37,5,2,0.23010712328767122,0.13799013698630136,1.1173,74.835205
38,1,0,0.013212602739726026,0.017346575342465753,0.7226,82.80543
38,2,0,0.030416712328767123,0.024316164383561645,0.825,82.55066
38,3,1,0.044648493150684934,0.03045205479452055,1.0039,83.4891
38,4,2,0.07582273972602739,0.044533424657534244,1.3725,84.382515
38,5,4,0.1010709589041096,0.05313178082191781,1.1818,84.743454
39,1,2,0.013492328767123286,0.07176904109589041,1.2392,79.46688
39,2,0,0.03923013698630137,0.04499534246575343,0.6783,78.7132
39,3,0,0.06699616438356165,0.0560158904109589,0.7191,79.72548
39,4,3,0.1043482191780822,0.07820712328767124,1.3515,80.17762
39,5,2,0.13182876712328767,0.0906241095890411,1.0247,79.86756
40,1,10,0.013155890410958904,0.05642876712328767,0.9972,73.16556
40,2,6,0.04037452054794521,0.03914821917808219,0.9317,72.84025
40,3,17,0.06360849315068492,0.05491698630136986,1.8471,75.26762
40,4,19,0.07931506849315069,0.06392657534246576,1.9413,74.617424
40,5,11,0.1267986301369863,0.09209890410958906,1.5947,74.35822
41,1,21,0.02436904109589041,0.0653986301369863,1.3205,79.97189
41,2,12,0.06430794520547946,0.062481917808219184,1.4685,79.45518
41,3,18,0.09481671232876712,0.07845917808219177,1.2171,80.861176
41,4,18,0.14188575342465753,0.10813397260273971,1.6784,80.711395
41,5,16,0.18381698630136986,0.12806931506849314,1.7428,80.24044
42,1,0,0.010498630136986301,0.13326301369863014,0.244,72.85611
42,2,0,0.02317013698630137,0.0853786301369863,0.2306,73.210304
42,3,0,0.04406904109589041,0.051038630136986306,0.4037,72.9643
42,4,0,0.06975260273972603,0.0592931506849315,0.2998,72.90945
42,5,0,0.11908931506849314,0.0835158904109589,0.4008,73.016136
43,1,0,0.009315890410958904,0.042,0.6369,86.780846
43,2,1,0.059476164383561646,0.0617186301369863,0.8474,86.784164
43,3,2,0.13604054794520548,0.0962827397260274,1.0153,87.609344
43,4,3,0.16662767123287672,0.10478602739726027,1.169,88.28411
43,5,2,0.21213342465753426,0.11610027397260275,0.9345,88.09014
44,1,0,0.018555890410958904,0.020507397260273973,0.6425,75.96606
44,2,0,0.04891041095890411,0.03174054794520548,0.6291,76.07271
44,3,0,0.09902986301369862,0.05112054794520548,0.6594,75.20616
44,4,2,0.1478021917808219,0.06493424657534247,1.291,77.35206
44,5,2,0.18617945205479453,0.06430301369863015,1.1444,76.22148
45,1,1,0.010028493150684931,0.0559641095890411,0.9517,83.01808
45,2,0,0.05062986301369863,0.05575424657534247,0.6356,82.52003
45,3,2,0.10049698630136986,0.07336,1.0464,82.834
45,4,3,0.11815232876712328,0.08145753424657534,1.4947,83.72844
45,5,1,0.14368602739726027,0.0913,1.0814,83.55301
46,1,0,0.03817808219178082,0.09193205479452055,0.6121,76.36978
46,2,1,0.07970904109589041,0.07034356164383562,1.3088,77.0888
46,3,2,0.1267572602739726,0.09158794520547946,1.052,77.17246
46,4,1,0.13881561643835616,0.09352054794520548,0.8487,77.673454
46,5,0,0.14927424657534247,0.09213095890410959,0.7796,77.91219
47,1,6,0.020015890410958904,0.03817479452054794,0.8898,80.66918
47,2,5,0.06138109589041096,0.05040821917808219,0.8993,80.388
47,3,13,0.10165479452054794,0.07041397260273972,1.1981,80.780136
47,4,6,0.15426027397260275,0.09739534246575343,1.2343,79.881996
47,5,12,0.19421178082191778,0.11100082191780823,1.3113,80.387535
48,1,1,0.010034246575342467,0.07988383561643836,0.9723,80.72063
48,2,0,0.025430958904109586,0.034712054794520546,0.7605,81.06428
48,3,1,0.046380821917808214,0.047621095890410955,1.1273,81.07072
48,4,1,0.1015213698630137,0.08149698630136987,1.1573,80.439804
48,5,1,0.12923561643835615,0.09520438356164383,1.24,81.418465
49,1,0,0.02498,0.10437917808219177,0.4525,75.01592
49,2,0,0.07282821917808219,0.06927424657534247,0.5158,75.53024
49,3,1,0.11689068493150685,0.087,0.9064,75.45469
49,4,0,0.15950109589041095,0.10626986301369863,0.5834,76.46315
49,5,1,0.20893863013698633,0.12144630136986301,1.082,75.090164
50,1,3,0.018073972602739727,0.07589479452054794,0.9156,86.875885
50,2,2,0.06466109589041096,0.06559068493150685,1.3297,89.08839
50,3,6,0.11191945205479452,0.0963945205479452,1.1795,88.53556
50,4,1,0.18898712328767123,0.14155178082191783,1.1831,86.77962
50,5,4,0.22146465753424657,0.14515123287671233,1.0548,88.15433
51,1,0,0.011937260273972603,0.0804304109589041,0.6074,83.594574
51,2,1,0.040679726027397264,0.05217068493150685,0.942,84.7883
51,3,0,0.0855786301369863,0.06552438356164383,0.747,84.97274
51,4,0,0.1703123287671233,0.1116950684931507,0.7502,84.87433
51,5,1,0.22281068493150685,0.12980301369863015,1.0297,85.958824
52,1,0,0.009181369863013699,0.10180082191780822,0.2046,86.19824
52,2,0,0.07032356164383562,0.10399753424657535,0.2284,86.560684
52,3,0,0.1213235616438356,0.10045205479452055,0.2926,88.25644
52,4,0,0.16649287671232876,0.10009671232876712,0.4479,88.47718
52,5,0,0.2047164383561644,0.11165671232876712,0.3152,87.71444
53,1,0,0.009787671232876712,0.11700493150684932,0.3664,85.96838
53,2,0,0.03577890410958904,0.09408849315068493,0.203,85.7611
53,3,0,0.07689890410958905,0.07583972602739726,0.2455,86.39049
53,4,0,0.10310356164383562,0.07207397260273972,0.3022,87.322876
53,5,0,0.15039068493150684,0.09352273972602741,0.3309,86.94
54,1,0,0.004336164383561644,0.011903013698630137,0.8007,81.51879
54,2,0,0.02205643835616438,0.019923835616438356,0.8318,81.51389
54,3,1,0.04351369863013699,0.030603013698630135,1.0721,81.12904
54,4,3,0.08223205479452055,0.04925041095890412,1.4552,82.76762
54,5,3,0.13342164383561644,0.07190849315068494,1.245,82.29057
55,1,1,0.021105753424657533,0.08833561643835616,1.0861,87.378845
55,2,0,0.05282986301369864,0.052594246575342465,0.5772,85.47592
55,3,1,0.0776041095890411,0.06516876712328767,0.9309,88.29877
55,4,1,0.11359150684931507,0.08482767123287671,0.9401,87.30328
55,5,0,0.17576191780821918,0.11492493150684932,0.6405,87.845894
56,1,0,0.031645479452054794,0.05755041095890411,0.8328,73.76717
56,2,1,0.0718986301369863,0.06917835616438356,0.9092,73.14888
56,3,3,0.11069890410958903,0.08149397260273973,1.5083,74.65047
56,4,1,0.15950876712328768,0.10535315068493149,1.0218,73.62016
56,5,3,0.2071772602739726,0.12059534246575342,1.5028,74.372795
57,1,2,0.013046027397260273,0.07239917808219178,1.5318,75.10893
57,2,1,0.03862986301369863,0.04181479452054794,1.3309,75.47266
57,3,2,0.06539835616438357,0.05896438356164383,1.6455,75.73419
57,4,0,0.10235369863013698,0.08171479452054795,0.7793,75.61896
57,5,3,0.16096383561643837,0.11371835616438355,1.2231,76.60392
58,1,0,0.016878630136986303,0.027064383561643836,0.6968,72.9163
58,2,0,0.048354794520547945,0.037382739726027396,0.6935,73.289505
58,3,0,0.09439561643835616,0.054367397260273974,0.7313,72.30699
58,4,0,0.13512876712328767,0.06713479452054795,0.7106,72.89159
58,5,2,0.15932575342465755,0.06746356164383562,1.2086,73.69718
59,1,76,0.014844383561643835,0.05451479452054794,1.1363,77.4314
59,2,62,0.049620821917808214,0.054399726027397254,1.0719,76.71548
59,3,71,0.06662191780821917,0.05693589041095891,2.4703,78.52427
59,4,72,0.08123945205479452,0.06600794520547945,1.3252,77.76701
59,5,68,0.11629123287671234,0.0881917808219178,2.2233,77.56003
60,1,0,0.012966575342465753,0.11142767123287672,0.519,78.358635
60,2,0,0.06398246575342466,0.08005013698630137,0.3178,78.43293
60,3,0,0.11622246575342465,0.08219287671232876,0.4565,79.2766
60,4,0,0.18251835616438358,0.11261068493150685,0.493,78.39548
60,5,0,0.23308575342465754,0.12858301369863015,0.5645,79.69019
61,1,0,0.0062676712328767125,0.12709205479452054,0.3105,75.76732
61,2,0,0.03453561643835616,0.09879890410958904,0.2136,76.6723
61,3,0,0.05735671232876712,0.06560136986301371,0.2721,76.64594
61,4,0,0.07878109589041095,0.06191095890410959,0.2721,76.620026
61,5,0,0.13846301369863015,0.09079671232876713,0.3447,77.472
62,1,0,0.05599534246575343,0.10516465753424657,0.7129,86.61778
62,2,0,0.09162328767123289,0.08019397260273974,0.497,85.93808
62,3,1,0.11801643835616439,0.08234219178082192,0.8419,86.79548
62,4,1,0.14034328767123286,0.08977506849315067,0.8878,85.96098
62,5,0,0.17186520547945205,0.09813150684931506,0.7534,85.719505
63,1,0,0.007924383561643836,0.0809213698630137,0.688,78.060326
63,2,1,0.04788767123287671,0.049619452054794524,1.1464,77.39334
63,3,0,0.06479917808219178,0.05894328767123287,0.6288,78.48894
63,4,1,0.0879627397260274,0.07185972602739726,1.2215,77.91896
63,5,2,0.1305504109589041,0.09436821917808219,1.2288,78.37745
64,1,0,0.015093150684931507,0.1380586301369863,0.3151,76.09953
64,2,0,0.05679917808219178,0.11976931506849316,0.3163,76.17219
64,3,0,0.10759835616438357,0.1027835616438356,0.3276,77.83093
64,4,0,0.14232219178082192,0.09295698630136985,0.2762,76.96724
64,5,0,0.17884547945205478,0.10734082191780822,0.3229,77.49337
65,1,0,0.020133972602739726,0.11164958904109588,0.3365,81.61181
65,2,0,0.055224109589041094,0.10260602739726027,0.2079,80.459366
65,3,0,0.08695863013698629,0.0907413698630137,0.2897,81.031586
65,4,0,0.11260958904109589,0.07807506849315068,0.3698,80.80622
65,5,0,0.15016164383561642,0.08977835616438357,0.3195,81.33858
66,1,152,0.018295068493150685,0.07205178082191781,1.4816,73.98731
66,2,151,0.048714246575342464,0.06293232876712329,1.4447,74.27241
66,3,151,0.1030213698630137,0.09422301369863013,1.9576,75.07906
66,4,153,0.13726301369863014,0.12119945205479452,2.7172,75.270164
66,5,149,0.19357150684931507,0.1635468493150685,3.1488,75.01176
67,1,60,0.03408383561643836,0.028782191780821916,1.156,84.78022
67,2,67,0.06995287671232878,0.046396712328767124,1.1258,85.177124
67,3,66,0.12335589041095892,0.06875178082191781,2.0599,85.45647
67,4,57,0.1813813698630137,0.08014,1.0624,84.58641
67,5,65,0.2097827397260274,0.07962849315068493,2.0274,85.63118
68,1,0,0.009821095890410959,0.17146438356164384,0.2036,73.36159
68,2,0,0.042018082191780826,0.0921027397260274,0.2068,73.47865
68,3,0,0.06543342465753424,0.06557917808219178,0.4021,72.75496
68,4,0,0.14278876712328767,0.10416767123287671,0.2389,74.04479
68,5,0,0.16824767123287673,0.1134972602739726,0.3124,73.87959
69,1,37,0.02686164383561644,0.050451780821917806,1.0376,87.65362
69,2,34,0.07777342465753424,0.07473479452054795,1.4791,87.3954
69,3,41,0.1134758904109589,0.09042136986301369,1.8262,88.70871
69,4,34,0.17441835616438356,0.12733945205479452,1.3436,87.54329
69,5,35,0.22957424657534248,0.14959671232876712,1.6892,87.28811
70,1,0,0.02587041095890411,0.09222273972602739,0.3599,82.906
70,2,0,0.0614172602739726,0.0761586301369863,0.3701,84.25107
70,3,0,0.11186849315068494,0.07702164383561644,0.6015,84.71512
70,4,0,0.16022191780821918,0.09711808219178081,0.5081,84.93072
70,5,0,0.21483205479452055,0.11580246575342465,0.5745,85.08143
71,1,0,0.00707095890410959,0.013716712328767122,0.7339,74.97548
71,2,0,0.02208109589041096,0.01972958904109589,0.7155,75.75786
71,3,4,0.039944383561643836,0.028037534246575343,1.6191,77.10951
71,4,2,0.06055315068493151,0.037196712328767124,1.066,75.826904
71,5,1,0.12378931506849315,0.06517342465753424,1.3435,75.18148
72,1,1,0.03606904109589041,0.09027972602739727,1.0204,72.8865
72,2,1,0.07680986301369863,0.06637369863013698,1.3798,72.41838
72,3,3,0.12915369863013698,0.09763342465753426,1.49,73.01469
72,4,0,0.2266578082191781,0.14544794520547946,0.7105,71.53663
72,5,1,0.2988923287671233,0.15440246575342467,1.1828,71.36992
73,1,11,0.016942465753424656,0.034873698630136986,1.6657,85.59967
73,2,14,0.06974739726027397,0.06818356164383561,1.0029,84.614494
73,3,16,0.11628438356164385,0.09323917808219177,1.6156,85.560715
73,4,13,0.15651698630136987,0.10947095890410959,1.4,84.85389
73,5,21,0.19984657534246575,0.12729890410958905,1.6867,86.384766
74,1,1,0.02684109589041096,0.09547534246575343,1.0025,84.08784
74,2,0,0.05743808219178082,0.05645780821917808,0.5646,84.05762
74,3,0,0.09219287671232876,0.07300383561643836,0.5497,82.83334
74,4,1,0.17578547945205478,0.11798383561643837,0.8756,83.38375
74,5,0,0.2162309589041096,0.12806575342465754,0.7999,83.612465
75,1,26,0.018795890410958905,0.024914520547945206,1.0659,84.12378
75,2,31,0.05401068493150685,0.041308219178082195,1.0539,83.10905
75,3,37,0.11023698630136985,0.06988191780821919,2.0042,84.64921
75,4,27,0.16985013698630136,0.09618684931506849,2.1441,83.842545
75,5,29,0.21672191780821917,0.10951424657534248,1.8541,84.020935
76,1,118,0.025446849315068493,0.06099178082191781,1.2944,84.43299
76,2,111,0.06597150684931506,0.07177753424657533,2.469,84.46496
76,3,115,0.1309490410958904,0.11313041095890411,1.2994,83.849174
76,4,128,0.18890520547945205,0.15871287671232875,2.0919,85.48326
76,5,114,0.2492586301369863,0.1963786301369863,2.4398,84.32381
77,1,7,0.004823561643835616,0.020814520547945206,1.1012,73.79641
77,2,7,0.014694520547945206,0.025535890410958904,1.4476,73.89753
77,3,8,0.042420273972602736,0.041564657534246575,1.4375,73.969124
77,4,10,0.07476904109589042,0.061344657534246574,1.3364,74.031975
77,5,11,0.10204356164383561,0.07541150684931508,1.1962,73.93901
78,1,1,0.030449315068493153,0.10309972602739725,0.8994,78.03208
78,2,1,0.053616438356164385,0.05401260273972603,1.0423,78.214874
78,3,0,0.07971671232876712,0.06741369863013699,0.5162,77.33074
78,4,1,0.12475780821917808,0.09163315068493151,1.2341,77.9243
78,5,0,0.16006520547945205,0.10640849315068494,0.8279,78.80521
79,1,1,0.005995342465753424,0.04847534246575343,1.1462,74.44658
79,2,1,0.024586027397260277,0.03966958904109589,1.2343,73.56441
79,3,2,0.04149698630136986,0.03667780821917808,1.3772,75.22491
79,4,1,0.05848301369863013,0.047261095890410956,1.1894,74.054085
79,5,3,0.08557589041095891,0.06438767123287671,1.7453,74.79112
80,1,1,0.010166849315068494,0.019552054794520546,1.1218,86.74093
80,2,0,0.03439287671232877,0.030826301369863012,0.7884,85.650024
80,3,2,0.06741260273972602,0.048322739726027394,1.1595,85.61751
80,4,0,0.11375808219178082,0.07294109589041096,0.8429,86.21003
80,5,4,0.20918794520547945,0.12154986301369862,1.3532,87.36641
81,1,0,0.02313287671232877,0.15046575342465754,0.3068,82.747314
81,2,0,0.04477013698630137,0.08722958904109589,0.4007,82.608826
81,3,0,0.06984876712328768,0.06263315068493151,0.4324,83.21433
81,4,0,0.1137068493150685,0.08410328767123287,0.4802,82.00091
81,5,0,0.15905260273972605,0.10385479452054794,0.4164,81.77838
82,1,0,0.042128493150684926,0.02800794520547945,0.8156,77.59068
