zone_id,grid_row,grid_col,x_m,y_m,elevation_m,land_use,runoff_coeff,drain_material,drain_age_yrs,drain_capacity,degradation_rate,degradation_factor,soil_saturation,drift_memory,drift_w1,drift_w2,drift_w3,nearest_drain_node,dist_to_drain_m,infra_health_score,blockage_prob_initial,ideal_flow_efficiency
10,0,10,2100.0,100.0,14.82,residential_dense,0.8,hdpe,16,95.92,0.00015,0.11944943909834602,34.856052,0.08055278593142604,0.1426238309392695,0.5089220380248191,0.3484541310359115,J_0_10,141.4,66.4,0.2371,0.564
11,0,11,2300.0,100.0,14.88,industrial,0.85,cast_iron,33,103.04,0.0004,0.19116704781154104,49.12349,0.07181604452939527,0.17701321202002268,0.7729627960909826,0.05002399188899465,J_0_10,316.2,45.3,0.4329,0.385
12,0,12,2500.0,100.0,15.67,residential_light,0.55,pvc,33,73.6,0.0002,0.16389648751158264,51.08737,0.07115569759773879,0.09087322454297833,0.44531689239578565,0.463809883061236,J_0_10,509.9,43.9,0.3329,0.373
13,0,13,2700.0,100.0,13.61,residential_dense,0.8,pvc,31,75.2,0.0002,0.2229727813867593,39.904274,0.09498512480183366,0.24732656517340487,0.7026438457395577,0.05002958908703741,J_0_15,316.2,41.3,0.3657,0.351
14,0,14,2900.0,100.0,13.92,residential_dense,0.8,concrete,26,95.04,0.0003,0.1647499932955864,37.560654,0.07182932541984545,0.2881168179750152,0.6617932461531756,0.05008993587180923,J_0_15,141.4,50.0,0.3229,0.425
15,0,15,3100.0,100.0,15.24,residential_light,0.55,pvc,6,95.2,0.0002,0.1721188500144549,36.36869,0.09522489431496757,0.360893108442756,0.5890996555641141,0.05000723599312978,J_0_15,141.4,86.0,0.1014,0.731
16,0,16,3300.0,100.0,14.99,residential_light,0.55,concrete,5,115.2,0.0003,0.13089003204068567,36.482883,0.08149622206971639,0.37439259512264217,0.5755994647940349,0.050007940083322995,J_0_15,316.2,89.0,0.0929,0.756
17,0,17,3500.0,100.0,16.54,green_space,0.2,clay,17,69.12,0.0006,0.24742081304234065,53.909683,0.13006622379547392,0.35267743833613335,0.5973075924780649,0.050014969185801776,J_0_15,509.9,69.6,0.1657,0.592
18,0,18,3700.0,100.0,15.58,residential_dense,0.8,pvc,22,82.4,0.0002,0.16640841318359556,40.81552,0.07702977126017647,0.14845697636746297,0.4843074265691899,0.3672355970633472,J_0_20,316.2,59.7,0.2886,0.507
19,0,19,3900.0,100.0,15.37,residential_dense,0.8,concrete,30,91.2,0.0003,0.19522646571483881,36.21039,0.07617218568633707,0.27348825398969523,0.6764780050361867,0.05003374097411814,J_0_20,141.4,43.9,0.3571,0.373
20,0,20,4100.0,100.0,18.57,residential_light,0.55,pvc,17,86.4,0.0002,0.13147321646427937,44.96486,0.0739806524453729,0.3368355570856341,0.6131524008818953,0.050012042032470595,J_0_20,141.4,70.5,0.1957,0.599
21,0,21,4300.0,100.0,17.22,residential_light,0.55,concrete,32,89.28,0.0003,0.18164818697822008,35.78235,0.06573885767575938,0.17219248191930972,0.47393864038498373,0.35386887769570663,J_0_20,316.2,38.8,0.3243,0.33
22,0,22,4500.0,100.0,17.85,green_space,0.2,concrete,15,105.6,0.0003,0.2164780927552098,46.300995,0.11383918084464976,0.3774845464259131,0.5725103190214885,0.05000513455259841,J_0_20,509.9,70.9,0.1486,0.603
23,0,23,4700.0,100.0,16.7,green_space,0.2,hdpe,21,91.52,0.00015,0.16657156298214884,38.71667,0.09250579507059231,0.40813993360806444,0.5418573949343436,0.05000267145759183,J_0_25,316.2,60.9,0.2,0.518
24,0,24,4900.0,100.0,17.9,residential_light,0.55,concrete,19,101.76,0.0003,0.1844696835779108,43.764954,0.08956169229141091,0.3029541556380283,0.6470310451861733,0.0500147991757985,J_0_25,141.4,65.4,0.2129,0.556
25,0,25,5100.0,100.0,18.85,residential_dense,0.8,cast_iron,8,131.04,0.0004,0.2356036369013273,51.560593,0.09141340719614775,0.12910847485160246,0.8208640544749075,0.050027470673489983,J_0_25,141.4,88.5,0.1686,0.752
26,0,26,5300.0,100.0,17.84,green_space,0.2,concrete,6,114.24,0.0003,0.20028024719197737,38.006023,0.11432521765652676,0.3958049199545846,0.5541929208948027,0.05000215915061262,J_0_25,316.2,86.2,0.0714,0.733
27,0,27,5500.0,100.0,19.56,residential_dense,0.8,hdpe,11,100.32,0.00015,0.2225486449411484,46.018646,0.09099257278783016,0.1691228779383694,0.780851237017821,0.05002588504380952,J_0_25,509.9,80.3,0.1943,0.683
28,0,28,5700.0,100.0,18.71,residential_dense,0.8,hdpe,10,101.2,0.00015,0.20457263402600578,45.97201,0.08558524624890151,0.14716281950608573,0.8028104998829957,0.05002668061091848,J_0_30,316.2,82.9,0.1857,0.705
29,0,29,5900.0,100.0,19.08,industrial,0.85,pvc,19,84.8,0.0002,0.13035923982694533,36.87502,0.06355623401813351,0.2557782126078868,0.5183785726626692,0.225843214729444,J_0_30,141.4,61.3,0.3129,0.521
30,0,30,6100.0,100.0,18.75,residential_light,0.55,hdpe,15,96.8,0.00015,0.18908930744184327,45.338135,0.09761919202694863,0.3364204488807664,0.6135679932802728,0.05001155783896079,J_0_30,141.4,74.1,0.1786,0.63
31,0,31,6300.0,100.0,21.1,green_space,0.2,pvc,30,76.0,0.0002,0.14649749487789804,41.582535,0.07809831929431924,0.40006526861798436,0.5499289181788694,0.050005813203146225,J_0_30,316.2,42.7,0.2771,0.363
32,0,32,6500.0,100.0,19.04,residential_light,0.55,concrete,17,103.68,0.0003,0.2731753354949712,39.501472,0.10709864062589654,0.21814051233200907,0.7318361717822258,0.05002331588576502,J_0_30,509.9,65.1,0.1957,0.553
33,0,33,6700.0,100.0,17.73,green_space,0.2,hdpe,19,93.28,0.00015,0.13500066473267472,57.454346,0.08590656774571266,0.4062711995250226,0.5437229064680258,0.05000589400695161,J_0_35,316.2,70.3,0.1829,0.598
34,0,34,6900.0,100.0,19.26,residential_light,0.55,concrete,26,95.04,0.0003,0.2022112717726038,52.79949,0.07239898380580058,0.1711618479890757,0.7788216984709109,0.05001645354001332,J_0_35,141.4,57.9,0.2729,0.492
35,0,35,7100.0,100.0,16.8,green_space,0.2,concrete,15,105.6,0.0003,0.16710535441292562,46.87352,0.10059506735072098,0.4143421155609733,0.5356545758124333,0.05000330862659337,J_0_35,141.4,76.1,0.1486,0.647
36,0,36,7300.0,100.0,17.75,residential_light,0.55,concrete,9,111.36,0.0003,0.2198293637987512,46.49199,0.1034266637902382,0.28925006086645444,0.6607372730865919,0.050012666046953584,J_0_35,316.2,81.8,0.1271,0.695
37,0,37,7500.0,100.0,15.04,residential_light,0.55,clay,6,76.16,0.0006,0.2510312291420969,34.081425,0.0846120680010346,0.1439669748007406,0.8060201111925751,0.050012914006684284,J_0_35,509.9,85.2,0.1014,0.724
38,0,38,7700.0,100.0,15.09,residential_light,0.55,hdpe,33,80.96,0.00015,0.10722696929935029,49.10273,0.05145548039222398,0.21861057498937253,0.4456096723932285,0.3357797526173989,J_0_40,316.2,42.4,0.3329,0.36
39,0,39,7900.0,100.0,16.01,residential_light,0.55,pvc,13,89.6,0.0002,0.14864636557768424,56.583267,0.0894564219258644,0.33319393055597224,0.6167871783857145,0.05001889105831319,J_0_40,141.4,76.0,0.1614,0.646
40,0,40,8100.0,100.0,15.93,industrial,0.85,concrete,31,90.24,0.0003,0.1494999306036592,51.178932,0.08640949884019732,0.33680531323070184,0.6131666065542287,0.050028080215069444,J_0_40,141.4,40.4,0.4157,0.343
41,0,41,8300.0,100.0,14.74,industrial,0.85,pvc,4,96.8,0.0002,0.1949144771950944,44.37417,0.09110100718647832,0.1917391141540328,0.7582353862614075,0.050025499584559575,J_0_40,316.2,92.8,0.1843,0.789
42,0,42,8500.0,100.0,13.84,green_space,0.2,pvc,14,88.8,0.0002,0.1293826584446142,41.537666,0.08467454901692492,0.4328198889255611,0.5171765061039911,0.050003604970447715,J_0_40,509.9,70.1,0.14,0.596
43,0,43,8700.0,100.0,13.07,residential_light,0.55,concrete,24,96.96,0.0003,0.25331272170501223,46.60309,0.08324493239506867,0.1680246577240445,0.7819589525584301,0.050016389717525395,J_0_45,316.2,60.9,0.2557,0.518
44,0,44,8900.0,100.0,11.36,residential_light,0.55,concrete,32,89.28,0.0003,0.19341048581293974,43.14691,0.0578576988656804,0.05000669998769705,0.4754808106971562,0.47451248931514683,J_0_45,141.4,40.0,0.3243,0.34
45,0,45,9100.0,100.0,11.63,residential_light,0.55,hdpe,19,93.28,0.00015,0.15638330837451356,50.118614,0.0804419095282812,0.2906175718219254,0.659365846957505,0.05001658122056953,J_0_45,141.4,67.4,0.2129,0.573
46,0,46,9300.0,100.0,11.47,residential_light,0.55,pvc,11,91.2,0.0002,0.159630237896789,40.729782,0.07222187916841605,0.23264488633752115,0.7173452137243145,0.050009899938164286,J_0_45,316.2,78.3,0.1443,0.666
47,0,47,9500.0,100.0,12.64,residential_dense,0.8,concrete,26,95.04,0.0003,0.21884053145325816,47.151405,0.07147026140232611,0.12794624856104533,0.8011655171531041,0.07088823428585045,J_0_45,509.9,53.4,0.3229,0.454
48,0,48,9700.0,100.0,11.65,residential_light,0.55,pvc,7,94.4,0.0002,0.15984379669278928,49.505608,0.09751238535669748,0.35758915171012573,0.5923959781791085,0.05001487011076565,J_0_50,316.2,87.9,0.11,0.747
49,0,49,9900.0,100.0,9.34,residential_light,0.55,concrete,4,116.16,0.0003,0.23083596975656645,38.894283,0.10313883042557913,0.26626179604345473,0.6837268158477688,0.05001138810877632,J_0_50,141.4,89.6,0.0843,0.762
50,1,0,100.0,300.0,12.69,residential_light,0.55,clay,7,75.52,0.0006,0.25659139987683643,42.411125,0.08062460523016975,0.08131435030887886,0.8686689672229045,0.0500166824682165,J_0_0,316.2,92.1,0.11,0.783
51,1,1,300.0,300.0,12.18,residential_light,0.55,cast_iron,13,125.44,0.0004,0.23877800972803237,47.88437,0.1051363182819566,0.27512801592163005,0.6748596912788135,0.05001229279955647,J_0_0,424.3,79.4,0.1614,0.675
52,1,2,500.0,300.0,12.28,green_space,0.2,cast_iron,27,109.76,0.0004,0.22107885124296223,56.62607,0.10948695195470988,0.3731688514552712,0.5768249645425253,0.05000618400220353,J_0_0,583.1,55.8,0.2514,0.474
53,1,3,700.0,300.0,14.14,green_space,0.2,cast_iron,23,114.24,0.0004,0.1799553804920639,50.691902,0.10134286415042258,0.41538854870629777,0.5346071407001153,0.050004310593586884,J_0_5,424.3,62.5,0.2171,0.531
54,1,4,900.0,300.0,15.25,residential_light,0.55,pvc,31,75.2,0.0002,0.1600409278595123,48.494904,0.08253256373093994,0.18252377729968458,0.43302305186441836,0.38445317083589703,J_0_5,316.2,45.2,0.3157,0.384
55,1,5,1100.0,300.0,15.86,residential_light,0.55,concrete,10,110.4,0.0003,0.20604812832796565,49.25644,0.10722473431941114,0.29360393481326513,0.656377251090278,0.05001881409645689,J_0_5,316.2,86.2,0.1357,0.733
56,1,6,1300.0,300.0,14.72,residential_light,0.55,clay,20,67.2,0.0006,0.22725837566053098,46.489716,0.08970804087949327,0.1256593278853242,0.8243083220706091,0.050032350044066656,J_0_5,424.3,59.9,0.2214,0.509
57,1,7,1500.0,300.0,15.72,residential_light,0.55,clay,9,74.24,0.0006,0.19734737183924017,49.20741,0.11397293222061013,0.30691066714607723,0.6430605587899427,0.05002877406398005,J_0_5,583.1,80.8,0.1271,0.687
58,1,8,1700.0,300.0,16.64,residential_light,0.55,hdpe,33,80.96,0.00015,0.17850031730300775,40.327614,0.0504496594405904,0.1347617957453811,0.5404607904899358,0.3247774137646831,J_0_10,424.3,36.1,0.3329,0.307
59,1,9,1900.0,300.0,17.37,residential_dense,0.8,pvc,30,76.0,0.0002,0.16612099642700093,45.926826,0.09045455895105048,0.3588472387178953,0.5911266431598073,0.05002611812229737,J_0_10,316.2,44.3,0.3571,0.377
60,1,10,2100.0,300.0,15.85,green_space,0.2,clay,20,67.2,0.0006,0.27315923791505775,44.622887,0.126163315261185,0.32653960560664114,0.6234498202878327,0.05001057410552611,J_0_10,316.2,62.9,0.1914,0.535
61,1,11,2300.0,300.0,16.01,green_space,0.2,concrete,17,103.68,0.0003,0.16212719211016557,44.519386,0.0967398412968397,0.42862495943731327,0.5213717733368126,0.05000326722587411,J_0_10,424.3,67.1,0.1657,0.57
62,1,12,2500.0,300.0,14.99,residential_light,0.55,cast_iron,13,125.44,0.0004,0.18805194643373888,51.830486,0.08479248590591186,0.2406295378216415,0.709357163156853,0.050013299021505336,J_0_10,583.1,79.9,0.1614,0.679
63,1,13,2700.0,300.0,14.93,residential_light,0.55,pvc,6,95.2,0.0002,0.14639413636136878,43.45588,0.0877947070500943,0.349031658942555,0.6009570737944319,0.05001126726301309,J_0_15,424.3,87.8,0.1014,0.746
64,1,14,2900.0,300.0,17.15,green_space,0.2,cast_iron,16,122.08,0.0004,0.1975172473238331,48.012947,0.11096376307516659,0.40836083839164733,0.5416340436936642,0.05000511791468843,J_0_15,316.2,69.0,0.1571,0.586
65,1,15,3100.0,300.0,18.11,green_space,0.2,cast_iron,24,113.12,0.0004,0.16960392341018565,40.308716,0.09208950590633515,0.4087188913983601,0.5412785889589632,0.05000251964267664,J_0_15,316.2,57.2,0.2257,0.486
66,1,16,3300.0,300.0,17.26,industrial,0.85,clay,31,60.16,0.0006,0.22618629058463957,44.06204,0.13723703213157754,0.34982613630797277,0.6001178687068335,0.05005599498519372,J_0_15,424.3,40.6,0.4157,0.345
67,1,17,3500.0,300.0,19.01,residential_light,0.55,clay,34,58.24,0.0006,0.2260334584762323,55.717728,0.08847113185442104,0.050023115512876165,0.29006248808353824,0.6599143964035857,J_0_15,583.1,41.8,0.3414,0.355
68,1,18,3700.0,300.0,19.04,green_space,0.2,pvc,3,97.6,0.0002,0.18807511695633092,40.829025,0.11590570155886226,0.4111204527229444,0.5388752394183036,0.05000430785875195,J_0_20,424.3,90.3,0.0457,0.768
69,1,19,3900.0,300.0,18.6,residential_light,0.55,clay,25,64.0,0.0006,0.26085390186646223,53.350555,0.10311041904687629,0.07790680159857206,0.8720480973755037,0.05004510102592418,J_0_20,316.2,59.9,0.2643,0.509
70,1,20,4100.0,300.0,19.99,green_space,0.2,clay,29,61.44,0.0006,0.22860691180612513,52.10852,0.10269684178620105,0.30618883173556005,0.6437996146596844,0.05001155360475556,J_0_20,316.2,50.5,0.2686,0.429
71,1,21,4300.0,300.0,21.33,residential_light,0.55,pvc,30,76.0,0.0002,0.13130308315985892,38.762753,0.06463916809114577,0.22970530753496854,0.42869929565428744,0.3415953968107441,J_0_20,424.3,43.0,0.3071,0.366
72,1,22,4500.0,300.0,19.71,residential_light,0.55,clay,7,75.52,0.0006,0.3,35.895058,0.0815731135106647,0.050003623354403476,0.899992753291193,0.050003623354403476,J_0_20,583.1,82.5,0.11,0.701
73,1,23,4700.0,300.0,21.09,residential_dense,0.8,hdpe,15,96.8,0.00015,0.2267112486753083,54.118122,0.10232966301524042,0.10174795148024561,0.8482044472556203,0.05004760126413412,J_0_25,424.3,76.2,0.2286,0.648
74,1,24,4900.0,300.0,16.61,residential_light,0.55,concrete,8,112.32,0.0003,0.24604174143536614,48.10556,0.10847433027999633,0.2401091967379842,0.7098744067685392,0.05001639649347657,J_0_25,316.2,87.7,0.1186,0.745
75,1,25,5100.0,300.0,19.78,residential_dense,0.8,hdpe,22,90.64,0.00015,0.2434656017587392,50.250984,0.12004802611242507,0.05002444951528399,0.4337926563259098,0.5161828941588062,J_0_25,316.2,62.7,0.2886,0.533
76,1,26,5300.0,300.0,18.86,residential_dense,0.8,clay,10,73.6,0.0006,0.28260744204275734,51.406517,0.15747479816006063,0.21282810464697163,0.7371078902073902,0.05006400514563805,J_0_25,424.3,84.7,0.1857,0.72
77,1,27,5500.0,300.0,18.43,residential_dense,0.8,pvc,14,88.8,0.0002,0.13190522525779794,43.358177,0.08334327806016933,0.33414337537330324,0.5458212853510193,0.12003533927567756,J_0_25,583.1,70.5,0.22,0.599
78,1,28,5700.0,300.0,18.94,residential_light,0.55,hdpe,4,106.48,0.00015,0.16676670056298154,49.421482,0.09380135914686222,0.30908848843623743,0.6408982682681219,0.05001324329564061,J_0_30,424.3,91.4,0.0843,0.777
79,1,29,5900.0,300.0,17.09,residential_dense,0.8,hdpe,7,103.84,0.00015,0.09985462174552646,34.88225,0.06103762725661414,0.39303413839581863,0.5569595137644016,0.05000634783977967,J_0_30,316.2,83.6,0.16,0.711
80,1,30,6100.0,300.0,19.12,residential_dense,0.8,cast_iron,20,117.6,0.0004,0.23792133289721573,51.205513,0.11887668303638466,0.08142051399687027,0.5796951736657125,0.33888431233741734,J_0_30,316.2,67.6,0.2714,0.575
81,1,31,6300.0,300.0,19.9,green_space,0.2,hdpe,13,98.56,0.00015,0.19419492476563702,44.78957,0.11351816909398904,0.4046102361110846,0.5453839376101122,0.05000582627880324,J_0_30,424.3,77.8,0.1314,0.661
82,1,32,6500.0,300.0,21.08,residential_light,0.55,concrete,31,90.24,0.0003,0.18833144090889126,44.20745,0.06895079788177,0.05000793924525312,0.4180283168619738,0.531963743892773,J_0_30,583.1,42.5,0.3157,0.361
83,1,33,6700.0,300.0,18.92,green_space,0.2,hdpe,29,84.48,0.00015,0.2219563083633874,35.676704,0.10230462980705965,0.3723549976726366,0.57764084803978,0.05000415428758344,J_0_35,424.3,43.4,0.2686,0.369
84,1,34,6900.0,300.0,18.23,residential_light,0.55,hdpe,14,97.68,0.00015,0.1923608083892692,40.821514,0.07490263660789548,0.220755608606934,0.7292362409601673,0.05000815043289868,J_0_35,316.2,72.9,0.17,0.62
85,1,35,7100.0,300.0,17.91,residential_light,0.55,concrete,17,103.68,0.0003,0.20338178573499696,37.930332,0.08384564092052452,0.24535598734565794,0.7046316640777535,0.05001234857658858,J_0_35,316.2,67.7,0.1957,0.575
86,1,36,7300.0,300.0,18.55,industrial,0.85,pvc,12,90.4,0.0002,0.16149730773556034,50.5728,0.08809933883290609,0.25644203205778493,0.6935302326134953,0.05002773532871975,J_0_35,424.3,80.7,0.2529,0.686
87,1,37,7500.0,300.0,17.14,residential_light,0.55,concrete,16,104.64,0.0003,0.24270659984630866,40.76538,0.0834872008041809,0.1729199794298979,0.777066367158267,0.05001365341183508,J_0_35,583.1,72.6,0.1871,0.617
88,1,38,7700.0,300.0,15.49,green_space,0.2,concrete,17,103.68,0.0003,0.14117517930623913,45.50447,0.0860057395266379,0.3994085674275151,0.5505885112726526,0.050002921299832165,J_0_40,424.3,73.3,0.1657,0.623
89,1,39,7900.0,300.0,15.89,green_space,0.2,hdpe,3,107.36,0.00015,0.20241748249651786,42.52877,0.11695211044113123,0.38053473721100756,0.5694617445466353,0.05000351824235707,J_0_40,316.2,94.3,0.0457,0.802
90,1,40,8100.0,300.0,15.01,green_space,0.2,hdpe,32,81.84,0.00015,0.20494835766497776,41.408775,0.10026631614714022,0.3769343901025114,0.5544541458948882,0.06861146400260044,J_0_40,316.2,38.6,0.2943,0.328
91,1,41,8300.0,300.0,15.62,green_space,0.2,concrete,4,116.16,0.0003,0.11964015378889718,52.756584,0.09009593058207946,0.43435461039007534,0.5156427102409895,0.05000267936893508,J_0_40,424.3,94.9,0.0543,0.807
92,1,42,8500.0,300.0,13.85,residential_light,0.55,clay,2,78.72,0.0006,0.27659250130650365,47.21534,0.0946413072290789,0.05000522335678449,0.8999895532864309,0.05000522335678449,J_0_40,583.1,99.0,0.0671,0.842
93,1,43,8700.0,300.0,14.2,residential_light,0.55,cast_iron,19,118.72,0.0004,0.23500319758825017,40.290977,0.09441481508536144,0.27354414650512454,0.6764462824196118,0.05000957107526355,J_0_45,424.3,66.4,0.2129,0.564
94,1,44,8900.0,300.0,14.1,industrial,0.85,clay,2,78.72,0.0006,0.2640090219719078,49.599754,0.15377666411173957,0.2581002313472412,0.6918479255845518,0.05005184306820702,J_0_45,316.2,99.1,0.1671,0.842
95,1,45,9100.0,300.0,12.91,green_space,0.2,hdpe,7,103.84,0.00015,0.21611126008265735,46.23582,0.12166115579184558,0.37901776879602883,0.5709760864733827,0.05000614473058835,J_0_45,316.2,87.3,0.08,0.742
96,1,46,9300.0,300.0,14.39,residential_dense,0.8,concrete,29,92.16,0.0003,0.21543383906314656,44.986588,0.08115092390660444,0.18963240738599701,0.7596112253989865,0.0507563672150164,J_0_45,424.3,48.0,0.3486,0.408
97,1,47,9500.0,300.0,13.9,residential_dense,0.8,hdpe,4,106.48,0.00015,0.12945236867796764,36.40832,0.07473527092742506,0.34136865533126015,0.6086218383640432,0.05000950630469659,J_0_45,583.1,92.1,0.1343,0.783
98,1,48,9700.0,300.0,13.05,residential_dense,0.8,clay,23,65.28,0.0006,0.3,28.74509,0.12526912553623165,0.050007099452837794,0.19064179151464056,0.7593511090325217,J_0_50,424.3,53.9,0.2971,0.458
99,1,49,9900.0,300.0,12.14,green_space,0.2,concrete,22,98.88,0.0003,0.18770293651789463,36.417767,0.09772266936792022,0.39484033994312107,0.5551560114722818,0.05000364858459706,J_0_50,316.2,56.5,0.2086,0.48
100,2,0,100.0,500.0,9.64,residential_light,0.55,concrete,3,117.12,0.0003,0.14122973249369883,40.251167,0.08600603014191013,0.3710604125358738,0.578931562644123,0.05000802482000314,J_0_0,509.9,89.9,0.0757,0.764
101,2,1,300.0,500.0,10.73,industrial,0.85,cast_iron,31,105.28,0.0004,0.20191607395976874,50.736553,0.06677839333874809,0.16248322213947128,0.7874992968117811,0.05001748104874757,J_0_0,583.1,45.6,0.4157,0.388
102,2,2,500.0,500.0,11.32,green_space,0.2,hdpe,32,81.84,0.00015,0.17413420552370978,40.74243,0.08722808252678513,0.39578369465632846,0.55421124903099,0.050005056312681595,J_0_0,707.1,40.5,0.2943,0.344
103,2,3,700.0,500.0,11.73,residential_light,0.55,concrete,28,93.12,0.0003,0.19730437141029247,42.72394,0.0883286082249703,0.11426524744325686,0.5523560760676162,0.333378676489127,J_0_5,583.1,49.7,0.29,0.422
104,2,4,900.0,500.0,13.5,residential_dense,0.8,cast_iron,22,115.36,0.0004,0.1802347795796473,42.801117,0.09208506911809322,0.10448026784553316,0.5042502738170407,0.39126945833742627,J_0_5,509.9,64.5,0.2886,0.548
105,2,5,1100.0,500.0,15.26,residential_dense,0.8,hdpe,22,90.64,0.00015,0.13093996093562696,37.782246,0.05648771688132602,0.15060600751697498,0.5526038771125066,0.2967901153705184,J_0_5,509.9,57.9,0.2886,0.492
106,2,6,1300.0,500.0,17.84,green_space,0.2,pvc,21,83.2,0.0002,0.2030576237400789,39.74532,0.10163392867821174,0.36642968980038443,0.5835659422440458,0.05000436795556977,J_0_5,583.1,61.3,0.2,0.521
107,2,7,1500.0,500.0,16.97,residential_light,0.55,pvc,33,73.6,0.0002,0.17230591531746553,52.208603,0.0707752618327694,0.05001191781147394,0.33926908185735244,0.6107190003311737,J_0_5,707.1,43.2,0.3329,0.367
108,2,8,1700.0,500.0,17.55,residential_light,0.55,pvc,4,96.8,0.0002,0.10684711321728244,42.41925,0.07386259364315527,0.3677445322609564,0.582245298305556,0.05001016943348743,J_0_10,583.1,90.1,0.0843,0.766
109,2,9,1900.0,500.0,17.38,residential_dense,0.8,concrete,14,106.56,0.0003,0.20140119236045215,45.398758,0.08791009642625945,0.1404390464069336,0.7296639377891352,0.12989701580393112,J_0_10,509.9,70.6,0.22,0.6
110,2,10,2100.0,500.0,15.43,residential_dense,0.8,cast_iron,13,125.44,0.0004,0.24591125383646995,47.61432,0.06681128912908782,0.05000384901065329,0.8999923019786934,0.05000384901065329,J_0_10,509.9,74.5,0.2114,0.633
111,2,11,2300.0,500.0,17.09,residential_light,0.55,cast_iron,14,124.32,0.0004,0.23142275655674688,36.522125,0.09616662779580679,0.27358771370085655,0.6764024769919942,0.05000980930714922,J_0_10,583.1,71.4,0.17,0.607
112,2,12,2500.0,500.0,16.99,residential_light,0.55,concrete,21,99.84,0.0003,0.21206117505373967,48.30194,0.096714176958199,0.2906455526057834,0.6593400375943095,0.05001440979990703,J_0_10,707.1,66.5,0.23,0.565
113,2,13,2700.0,500.0,19.41,residential_dense,0.8,pvc,34,72.8,0.0002,0.2143120442099463,49.963387,0.11826390021654065,0.288293748143324,0.6616541079727276,0.050052143883948415,J_0_15,583.1,41.9,0.3914,0.356
114,2,14,2900.0,500.0,17.07,residential_light,0.55,pvc,17,86.4,0.0002,0.17270222882827152,41.49263,0.08908982488268768,0.31799911656358276,0.6319868329893256,0.05001405044709156,J_0_15,509.9,70.7,0.1957,0.601
115,2,15,3100.0,500.0,18.2,green_space,0.2,pvc,26,79.2,0.0002,0.22077335158790728,46.96338,0.11040010730336958,0.36393132034577663,0.5860598736101602,0.050008806044063187,J_0_15,509.9,56.9,0.2429,0.484
116,2,16,3300.0,500.0,18.78,green_space,0.2,concrete,25,96.0,0.0003,0.2259723607047711,50.058113,0.11209293972804067,0.3696541255722421,0.580338899700492,0.0500069747272658,J_0_15,583.1,58.0,0.2343,0.493
117,2,17,3500.0,500.0,18.68,residential_dense,0.8,pvc,24,80.8,0.0002,0.10895034926591807,46.004093,0.053344635593226365,0.24739971955991752,0.5927235306291979,0.1598767498108845,J_0_15,707.1,53.7,0.3057,0.456
